52,131135	104,172585
52,141887	104,12612
52,142320	104,134918
52,142364	104,153691
52,142302	104,172455
52,153489	104,12085
52,153747	104,134782
52,153467	104,153761
52,153590	104,172481
52,153519	104,191300
52,153194	104,205955
52,164226	104,12557
52,164399	104,133969
52,164950	104,153008
52,164743	104,172475
52,164646	104,191191
52,164621	104,21316
52,164044	104,224094
52,175986	104,134842
52,175862	104,191396
52,18040	104,205994
52,191278	104,14384
52,19778	104,154632
52,191131	104,171970
52,191085	104,19042
52,201715	104,115691
52,202760	104,134399
52,201772	104,19159
52,203062	104,205801
52,213726	104,83950
52,213283	104,101799
